,musicid,Track Name,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,order,Number,Notes,作品,年,番号,人気投票,書籍,CD,秘封
22,23.0,ブクレシュティの人形師,0.0073746312684365,0.0097860719162494,0.0061957151129125,0.0055478502080443,0.0050020685245778,0.0058259081562714,0.0053157913956169,0.0049083441851146,0.0045370059343858,0.003645400772190981,0.0034811798713206,0.0031848024334997,0.0037073579095285,0.0032768954613013,0.0031245442204346,0.0025687295191834,0.0026516012424645,0.0025114188782329,6.0,06,３面テーマ,妖々夢,2003.0,7.0,2.0,,,
23,24.0,永遠の巫女,0.0073746312684365,0.0038689121529358,0.003300521134916,0.0028806145310999,0.0012787242844785,0.0008879057885226,0.0012989519700771,0.0012571371331263,0.0014332101668346,0.0014961992734557766,0.0016162620831131,0.0013453848328833,0.0015845965258468,0.0016979875539717,0.0020250636688992,0.0018445238447719,0.0016847588846679,0.0014451673544919,2.0,02,１～４面、地獄１６～１９面テーマ,靈異伝,1995.0,1.0,1.0,,,
24,25.0,空飛ぶ巫女の不思議な毎日,0.0073746312684365,0.0034137460172963,0.0012738853503184,0.0012269284113944,0.0005077287600135,0.0003193345379774,0.0002921337764028,0.0002804768105779,0.0003896540141081,0.000494506539531994,0.0006527212258726,0.0003604264217424,0.0004484707148623,0.0004674978720026,0.0005665690597197,0.0006361806753117,0.0005808269388255,0.0005580930840517,,," オリジナル",蓬莱人形,,,,,1.0,
25,26.0,星の器,0.0073746312684365,0.0034137460172963,0.0027793862188766,0.0,0.002557448568957,0.0053975325565455,0.0034377885473126,0.002955023540018,0.0027365356622998,0.0024535132153702776,0.0021570882416933,0.0021936297737081,0.0023170986934553,0.0021169714958608,0.001974577317043,0.0019365499801943,0.0017352655750006,0.0016654672560912,11.0,11,４面ボス・魔理沙のテーマ,幻想郷,1998.0,4.0,1.0,,,
26,27.0,魔法少女十字軍,0.0073746312684365,0.0038689121529358,0.004111175448755,0.0048543689320388,0.0024446199556207,0.0021340893513614,0.0017215026109456,0.0018932184714013,0.0019751427611689,0.0017624720255114655,0.0011935473844528,0.0010719578922511,0.0010688552037551,0.00111582039261,0.001267768391056,0.001012287489647,0.0010065261859151,0.0009487582428879,11.0,11,５面ボス・エーリッヒのテーマ,秋霜玉,0.0,0.0,1.0,,,
27,28.0,夢消失,0.0073746312684365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004101868347143591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,08,カナ・アナベラルのテーマ,夢時空,1997.0,3.0,1.0,,,
28,29.0,Witch of Love Potion,0.0058997050147492,0.003641329085116,0.002489866821077,0.0015469966926277,0.0006393621422392,0.0005529939560097,0.0005581841799126,0.0005058599619352,0.0004971447766207,0.0005832641235505569,0.0006402884406179,0.0006058892434462,0.000683917840165,0.0006439121633243,0.0005946170329731,0.000576163630471,0.0005303202484929,0.0006374010486275,1.0,01,通常面テーマ,トルテルマジック,0.0,0.0,1.0,,,
29,30.0,Dream Express,0.0044247787610619,0.0015930814747382,0.0009843659525188,0.0006934812760055,0.0001504381511151,0.0003037572434419,0.0002556170543525,0.0002654512671541,0.0002239390885679,0.0002282337874763049,0.0001989245640754,0.000161570464919,0.0001980745657308,0.0002293385787182,0.000252431759281,0.0001800511345222,0.0001443048295218,9.399462468240098e-05,2.0,02,１面テーマ,怪綺談,1998.0,5.0,1.0,,,
30,31.0,Tabula rasa,0.0044247787610619,0.0022758306781975,0.0012159814707585,0.0010135495572388,0.0,0.0,0.0,0.0,0.0,0.0007734589464474777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,06,エレンのテーマ,夢時空,1997.0,3.0,1.0,,,
31,32.0,Witching Dream,0.0044247787610619,0.0004551661356395,5.790387955993052e-05,0.0003734129947722,0.0001128286133363,0.0001557729453548,8.868346783659289e-05,0.0001502554342382,0.0002060239614824,0.00017751516803712604,0.000261088490349,0.0002237129514263,0.0002055490776452,0.0001631832194726,0.0002860893271852,0.000168047725554,0.0001298743465696,0.0001615532611728,2.0,02,靈夢１面のテーマ,幻想郷,1998.0,4.0,1.0,,,
32,33.0,シルクロードアリス,0.0044247787610619,0.0011379153390987,0.000752750434279,0.0004267577083111,0.000244461995562,0.0002258707707645,0.0002504003797739,0.000215366122408,0.0002418542156533,0.00026627275205568906,0.0002797376682311,0.0002423556973785,0.0002578706610458,0.0002293385787182,0.0003365756790414,0.000224063634072,0.0002417105894491,0.0001791772533008,16.0,16,エキストラステージテーマ,秋霜玉,0.0,0.0,1.0,,,
33,34.0,メイプルワイズ,0.0044247787610619,0.000910332271279,0.0006369426751592,0.0003734129947722,0.0003949001466771,0.0002180821234967,0.0002034503085663,0.0002303916658319,0.000250811779196,0.00020921430518661282,0.0002424393124669,0.0002609984433307,0.000242921637217,0.00020287643502,0.0002748701378838,0.0003200909058172,0.0002777867968296,0.0002114879055354,8.0,08,４面テーマ,怪綺談,1998.0,5.0,1.0,,,
34,35.0,紅より儚い永遠,0.0044247787610619,0.0011379153390987,0.0001737116386797,0.0001600341406166,0.0001880476888939,0.0001324070035516,0.0001408502136228,0.000165280977662,0.0002597693427387,0.00025359309719589433,0.000435147483915,0.0004940327677331,0.000564325649535,0.0005777568040786,0.0006394937901787,0.0007322079470569,0.0009668423577966,0.0010280662074637,16.0,16,エンディングテーマ,紅魔郷,2002.0,6.0,1.0,,,
35,36.0,神話幻想,0.0044247787610619,0.0013654984069185,0.000810654313839,0.0,0.0017488435067133,0.0013941678609259,0.0012415685497123,0.0013022137633977,0.0013570708767215,0.0014201213442970083,0.0012432785254716,0.001130993254433,0.0010875414835411,0.00111582039261,0.0011443573087408,0.0011403238519739,0.0009379813918922,0.0008430142901202,15.0,15,最終面ボス・神綺のテーマ,怪綺談,1998.0,5.0,1.0,,,
36,37.0,眠れる恐怖,0.0044247787610619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011031299728021403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,13,５面ボス・幽香のテーマ１,幻想郷,1998.0,4.0,1.0,,,
37,38.0,Complete Darkness,0.0029498525073746,0.0011379153390987,0.0002316155182397,0.0003734129947722,0.0008650193689119,0.0008956944357903,0.0008346679325796,0.0009916858659721,0.0008106595006158,0.0007290801544381962,0.0005967736922264,0.0005654966272165,0.0007362394235656,0.0006615535924565,0.0007011993313363,0.0008122306735112,0.0008008918038464,0.0008518262861842,11.0,11,最終面ボス・魅魔のテーマ,封魔録,1997.0,2.0,1.0,,,
38,40.0,Peaceful Romancer,0.0029498525073746,0.001820664542558,0.0002316155182397,0.0003734129947722,0.000244461995562,0.000179138887158,0.0002034503085663,0.000190323550035,0.0001522785802261,0.00018385499546702338,0.0002175737419575,0.0001553562162682,0.0002055490776452,0.0002205178641521,0.0003141373004386,0.0003160897694945,0.0002669639346154,0.0001968012454287,22.0,22,エキストラエンディングテーマ,怪綺談,1998.0,5.0,1.0,,,
39,41.0,Romantic Children,0.0029498525073746,0.001820664542558,0.000810654313839,0.0011735836978555,0.0018428673511602,0.0024222693002679,0.0021753532992858,0.0019683461885204,0.0019751427611689,0.0017497923706516708,0.001336524414882,0.000969422789514,0.0011884473943851,0.0012745932547995,0.0012509396071039,0.0012963681685598,0.000999310944439,0.0009928182232078,6.0,06,３面テーマ,怪綺談,1998.0,5.0,1.0,,,
40,42.0,the Last Judgement,0.0029498525073746,0.0015930814747382,0.0009264620729588,0.0006401365624666,0.0004325096844559,0.0003738550688516,0.0002817004272456,0.0003956726434939,0.0003851752323368,0.00036770999093404676,0.0002797376682311,0.0002361414487277,0.0003139295004036,0.0002646214369826,0.0003085277057879,0.0003360954511081,0.0002200648650208,0.0002144252375567,12.0,12,５面テーマ,怪綺談,1998.0,5.0,1.0,,,
41,43.0,アンティークテラー,0.0029498525073746,0.0004551661356395,0.0001158077591198,0.0001066894270777,5.641430666817105e-05,6.23091781419403e-05,4.6950071207608e-05,5.509365922067515e-05,3.1351472399507335e-05,5.071861943917886e-05,3.108196313679172e-05,3.417836757902194e-05,6.353335127216193e-05,3.5282858264348e-05,6.170554115759595e-05,4.401249954987216e-05,1.4430482952188202e-05,2.3498656170600244e-05,12.0,12,最終面テーマ,秋霜玉,0.0,0.0,1.0,,,
42,44.0,オルフェの詩,0.0029498525073746,0.000910332271279,0.0005211349160393,0.0,3.76095377787807e-05,7.009782540968284e-05,6.260009494347733e-05,7.011920264449564e-05,7.613929011308924e-05,0.00011411689373815244,8.702949678301682e-05,0.0001056422270624,7.474511914371992e-05,7.497607381173948e-05,6.73151358082865e-05,9.202613542245998e-05,9.740575992727036e-05,8.518262861842588e-05,4.0,04,めい＆まいのテーマ,稀翁玉,0.0,0.0,1.0,,,
43,45.0,スプートニク幻夜,0.0029498525073746,0.0002275830678197,0.0004053271569195,0.0004267577083111,9.402384444695174e-05,9.346376721291048e-05,0.0004903674103905,0.0003906641290193,0.0004075691411935,0.0004120887829433283,0.0003294688092499,0.0002796411892829,0.0003326157801895,0.0003395975107943,0.0003646236522948,0.0002720772699446,0.0002020267613306,0.0002584852178766,8.0,08,４面テーマ,秋霜玉,0.0,0.0,1.0,,,
44,46.0,フォルスストロベリー,0.0029498525073746,0.000910332271279,0.0004053271569195,0.001386962552011,0.0003572906088984,0.0004439528942613,0.0003912505933967,0.0002804768105779,0.0002552905609674,0.00029163206177527847,0.0001989245640754,0.000161570464919,0.0002279726133883,0.0001323107184913,0.0002019454074248,0.0001520431802631,8.658289771312921e-05,0.0001204306128743,2.0,02,１面テーマ,秋霜玉,0.0,0.0,1.0,,,
45,47.0,ルーネイトエルフ,0.0029498525073746,0.001820664542558,0.0012159814707585,0.0009068601301611,0.0008086050622437,0.0013162813882484,0.001674552539738,0.00178303115296,0.0020736759601388,0.0023457361490620224,0.0028533242159574,0.0028181617631066,0.0030383890931922,0.0028358597329969,0.0028496740825507,0.002756782926351,0.0030051480747931,0.0029138333651544,4.0,04,２面テーマ,紅魔郷,2002.0,6.0,1.0,,,
46,49.0,禁断の魔法,0.0029498525073746,0.0011379153390987,0.0001737116386797,0.0,0.0002068524577832,7.009782540968284e-05,0.0001356335390442,8.01362315937093e-05,7.613929011308924e-05,6.973810172887093e-05,0.0001118950672924,9.94279784117002e-05,0.0001083804227583,9.261750294391348e-05,0.0001851166234727,0.0001360386349723,8.297527697508216e-05,9.399462468240098e-05,9.0,09,４面ボス・ユキ＆マイのテーマ,怪綺談,1998.0,5.0,1.0,,,
47,50.0,紅楼,0.0029498525073746,0.0,0.0,0.0046943347914221,0.0,0.0,0.0,0.0,0.0,0.0033791280201352918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,17,スタッフロールテーマ,紅魔郷,2002.0,6.0,1.0,,,
48,51.0,昔話わんだーらんど,0.0029498525073746,0.0006827492034592,0.0001158077591198,0.0001600341406166,1.880476888939035e-05,7.009782540968284e-05,3.6516722050361776e-05,7.512771711910248e-05,8.061807188444743e-05,6.973810172887093e-05,9.324588941037516e-05,0.0001087493513877,0.0001308039585015,0.000105848574793,0.0001290206769658,9.602727174517564e-05,7.576003549898806e-05,7.049596851180073e-05,15.0,15,スタッフロールテーマ,封魔録,1997.0,2.0,1.0,,,
49,52.0,蓬莱伝説,0.0029498525073746,0.0052344105598543,0.0031847133757961,0.0032540275258721,0.0022753770356162,0.0017446569879743,0.0014554522074358,0.0013573074226184,0.0019482700705408,0.002054104087286744,0.0027476455412923,0.0023862714818808,0.0023507339970699,0.0025183140086178,0.0029955235434687,0.0027647851989965,0.0024892583092524,0.0023351789569533,,," オリジナル",蓬莱人形,,,,,1.0,
50,53.0,夢機械,0.0029498525073746,0.0002275830678197,0.0002316155182397,0.0,1.880476888939035e-05,3.115458907097015e-05,5.216674578623111e-06,1.0017028949213665e-05,8.95756354271638e-06,2.535930971958943e-05,1.864917788207503e-05,2.1749870277559417e-05,1.4949023828743985e-05,2.205178641521749e-05,1.1219189301381084e-05,4.001136322715651e-05,5.411431107070576e-05,2.6435988191925275e-05,13.0,13,最終ボステーマ１,秋霜玉,0.0,0.0,1.0,,,
51,54.0,夢幻遊戯,0.0029498525073746,0.0004551661356395,0.0,0.0,0.0001692429200045,0.0001168297090161,0.0001304168644655,0.000165280977662,0.0001209271078266,0.00012679654859794716,0.0001305442451745,9.321372976096892e-05,0.0001345412144586,0.0001411314330573,0.000179507028822,0.0001720488618767,0.0001623429332121,0.0001733025892581,9.0,09,朝倉 理香子のテーマ,夢時空,1997.0,3.0,1.0,,,
52,55.0,幽夢,0.0029498525073746,0.0015930814747382,0.000810654313839,0.0,0.0024634247245101,0.0029207427254034,0.002587470590997,0.0030301512571371,0.0025170753555033,0.0023837751136414065,0.0021322226711839,0.0019574883249803,0.0017938828594492,0.001627421837443,0.001666049611255,0.0015524408932136,0.0013781111219339,0.0012689274332124,15.0,15,最終面ボス・幽香のテーマ２,幻想郷,1998.0,4.0,1.0,,,
53,56.0,裏切りの少女,0.0029498525073746,0.000910332271279,0.0003474232773595,0.0,0.000338485840009,0.0005529939560097,0.000552967505334,0.0005208855053591,0.0004210054865076,0.000513526021821686,0.0004537966617971,0.0004194617839243,0.0004783687625198,0.0003351871535113,0.0004038908148497,0.0003520999963989,0.000386015418971,0.0003466051785163,11.0,11,４面ボス・マイのテーマ,怪綺談,1998.0,5.0,1.0,,,
54,57.0,恋色マジック,0.0029498525073746,0.0025034137460172,0.0037058482918355,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,-,vs魔理沙,非想天則,2009.0,12.3,6.0,,,
55,58.0,Magic Shop of Raspberry,0.0014749262536873,0.0,0.0,0.0001066894270777,0.0001128286133363,7.009782540968284e-05,0.0001460668882014,0.0001101873184413,0.0001209271078266,0.0001648355131773313,0.0002051409567028,0.0001336063459907,0.0001494902382874,0.0001808246486047,0.0002075550020755,0.0001800511345222,0.0001334819673077,0.000117493280853,27.0,27,未使用曲（エキストラステージテーマ）,幻想郷,1998.0,4.0,1.0,,,
56,59.0,Sacred Battle,0.0014749262536873,0.0006827492034592,0.0004053271569195,0.0001600341406166,0.0001128286133363,0.0001168297090161,9.3900142415216e-05,0.0001151958329159,8.509685365580562e-05,6.339827429897358e-05,8.081310415565848e-05,5.282111353121573e-05,5.979609531497593e-05,5.292428739652199e-05,9.53631090617392e-05,0.0001000284080678,5.772193180875281e-05,6.75586364904757e-05,3.0,03,コアントローのテーマ,トルテルマジック,0.0,0.0,1.0,,,
57,60.0,ひもろぎ、むらさきにもえ,0.0014749262536873,0.0006827492034592,0.0003474232773595,0.0001600341406166,0.0002820715333408,0.0001090410617483,0.00015128356278,0.0001402384052889,0.0001612361437688,0.00012679654859794716,9.324588941037516e-05,9.94279784117002e-05,0.0001083804227583,0.000105848574793,0.0001514590555686,0.0001280363623269,0.0001118362428794,0.000117493280853,8.0,08,４面テーマ,封魔録,1997.0,2.0,1.0,,,
58,61.0,アリスマエステラ,0.0014749262536873,0.0011379153390987,0.0022582513028372,0.0029873039581777,0.0019556959644965,0.0013318586827839,0.0013667687395992,0.0013072222778723,0.0014824767663195,0.001451820481446495,0.0013489572001367,0.0011496360003852,0.0010950159954554,0.0013451589713282,0.0014192274466247,0.0011483261246193,0.0008874747015595,0.0008547636182055,9.0,09,４面テーマ,幻想郷,1998.0,4.0,1.0,,,
59,62.0,プラスチックマインド,0.0014749262536873,0.0015930814747382,0.0012738853503184,0.0016003414061666,0.0012787242844785,0.001269549504642,0.0013824187633351,0.0012921967344485,0.0014645616392341,0.0010397316985031667,0.0008392130046933,0.0006307462380492,0.0006502825365503,0.0005601153749465,0.0006226650062266,0.0005161465856303,0.0004834211788983,0.0003730411667082,7.0,07,３面ボス・アリスのテーマ１,怪綺談,1998.0,5.0,1.0,,,
60,63.0,プリムローズシヴァ,0.0014749262536873,0.000910332271279,0.0002316155182397,0.0001066894270777,1.880476888939035e-05,3.115458907097015e-05,3.1300047471738666e-05,4.5076630271461486e-05,3.583025417086552e-05,3.169913714948679e-05,6.216392627358344e-06,6.214248650731262e-06,3.737255957185996e-05,1.3231071849130496e-05,5.609594650690541e-06,4.8013635872587816e-05,1.0822862214141153e-05,3.5247984255900364e-05,3.0,03,１面ボス・ミリアのテーマ,秋霜玉,0.0,0.0,1.0,,,
61,64.0,怪綺談,0.0014749262536873,0.0,0.0,0.0,1.880476888939035e-05,7.009782540968284e-05,4.6950071207608e-05,8.01362315937093e-05,6.270294479901467e-05,3.803896457938415e-05,9.94622820377335e-05,5.282111353121573e-05,3.363530361467396e-05,6.174500196260899e-05,5.048635185621487e-05,5.201477219530347e-05,7.215241476094102e-05,7.343330053312576e-05,1.0,01,タイトル画面テーマ,怪綺談,1998.0,5.0,1.0,,,
62,65.0,少女神性,0.0014749262536873,0.0004551661356395,0.000752750434279,0.0,0.0003008763022302,0.0002570253598355,0.0002869171018242,0.0002754682961033,0.0003583025417086,0.0002979718892051758,0.0002983868461132,0.0002609984433307,0.0002877687087033,0.0002822628661147,0.0003870620308976,0.0003320943147853,0.0003174706249481,0.0002437985577699,15.0,15,最終ボステーマ３,秋霜玉,0.0,0.0,1.0,,,
63,66.0,少女綺想曲,0.0014749262536873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007747269119334572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,09,４面ボス・博麗 霊夢のテーマ,永夜抄,2004.0,8.0,2.0,,,
64,67.0,人形の森,0.0014749262536873,0.0011379153390987,0.0002316155182397,0.0002667235676944,3.76095377787807e-05,6.23091781419403e-05,9.3900142415216e-05,0.0001151958329159,0.0001209271078266,0.00012679654859794716,0.000174058993566,0.0001273920973399,0.0001906000538164,0.0001279003612082,0.0001514590555686,0.0001880534071676,0.0001659505539501,0.0001997385774501,,," オリジナル",蓬莱人形,,,,,1.0,
65,68.0,戦車むすめのみるゆめ,0.0014749262536873,0.0004551661356395,0.0001158077591198,0.0002667235676944,0.0002632667644514,0.0002414480653,0.0001721502610945,0.0001752980066112,0.0001925876161684,0.00018385499546702338,0.0002237901345849,0.000264105567656,0.0003176667563608,0.0002425696505673,0.0002916989218359,0.0003000852242036,0.0001875962783784,0.0001850519173434,13.0,13,エキストラボス・里香のテーマ２,封魔録,1997.0,2.0,1.0,,,
